registration_id,registration_no,owner_id,make,model,colour,fuel_type,registered_on,reg_status,rto_code
580,DL05GH0580,580,Maruti Suzuki,Baleno,Blue,PETROL,2024-05-20,ACTIVE,DL05
581,DL01EF0581,581,Hyundai,Creta,White,DIESEL,2024-12-15,ACTIVE,DL01
582,DL05GH0582,582,Maruti Suzuki,Swift,Black,PETROL,2025-08-09,ACTIVE,DL05
583,UP16GH0583,583,Maruti Suzuki,Baleno,Red,CNG,2024-06-21,ACTIVE,UP16
584,DL01GH0584,584,Hyundia,Creta,Red,CNG,2022-09-11,ACTIVE,DL01
585,MH12EF0585,585,Toyota,Innova,White,EV,2022-06-12,ACTIVE,MH12
586,DL01EF0586,586,Hyundai,i20,Red,PETROL,2022-04-04,ACTIVE,DL01
587,HR26IJ0587,587,Toyota,Innova,Blue,EV,2024-12-07,ACTIVE,HR26
588,DL01CD0588,588,Hyundai,i20,Black,CNG,2024-02-15,ACTIVE,DL01
589,UP16CD0589,589,Tata,Nexon,Blue,DIESEL,2025-06-08,ACTIVE,UP16
590,DL01GH0590,590,Maruti Suzuki,Baleno,Black,DIESEL,2021-01-10,CANCELLED,DL01
591,DL05GH0591,591,Hyundai,Creta,Grey,PETROL,2021-10-15,ACTIVE,DL05
592,UP16CD0592,592,Kia,Seltos,White,CNG,2021-08-14,SUSPENDED,UP16
593,MH12GH0593,593,Hyundai,i20,Blue,CNG,2021-11-26,ACTIVE,MH12
594,HR26EF0594,594,Tata,Nexon,Black,PETROL,2024-04-13,ACTIVE,HR26
595,MH12GH0595,595,Maruti Suzuki,Swift,Grey,EV,2023-02-20,ACTIVE,MH12
596,MH12GH0596,596,Kia,Seltos,White,EV,2024-07-14,ACTIVE,MH12
597,HR26AB0597,597,Tata,Punch,Red,PETROL,2023-03-30,ACTIVE,HR26
598,DL01CD0598,598,Kia,Seltos,Black,PETROL,2022-09-26,ACTIVE,DL01
599,DL01GH0599,599,Toyota,Innova,Black,CNG,2021-03-21,ACTIVE,DL01
600,MH12EF0600,600,Tata,Punch,Blue,PETROL,2021-04-08,ACTIVE,MH12
601,DL01AB1234,601,Hyundai,Creta,White,PETROL,2023-01-15,ACTIVE,DL01
602,DL05CD9876,602,Maruti Suzuki,Swift,Silver,PETROL,2021-05-10,ACTIVE,DL05
603,HR26EF4455,603,Mahindra,XUV700,Black,DIESEL,2022-08-20,ACTIVE,HR26
604,UP16GH1122,604,Hyundai,Creta,Red,CNG,2023-11-05,ACTIVE,UP16
605,DL03SC5566,605,Hyundai,i20,Silver,PETROL,2011-04-18,CANCELLED,DL03
