capture_id,plate_id,camera_id,captured_at,observed_make,observed_model,observed_colour,ocr_confidence
614,MH12IJ0215,CAM004,2026-07-19T11:00:00,Toyota,Innova,Blue,0.877
615,UP16CD0592,CAM001,2026-08-01T08:00:00,Kia,Seltos,White,0.973
616,UP16CD0592,CAM005,2026-08-02T20:00:00,Kia,Seltos,White,0.852
617,UP16CD0589,CAM002,2026-08-13T01:00:00,Tata,Nexon,Blue,0.858
618,MH12GH0407,CAM004,2026-08-15T14:00:00,Tata,Nexon,White,0.865
619,MH12GH0407,CAM003,2026-08-02T09:00:00,Tata,Nexon,White,0.888
620,UP16IJ0469,CAM002,2026-07-26T00:00:00,Maruti Suzuki,Baleno,Blue,0.995
621,UP16IJ0469,CAM003,2026-08-08T05:00:00,Maruti Suzuki,Baleno,Blue,0.977
622,DL01IJ0516,CAM002,2026-07-08T19:00:00,Kia,Seltos,Blue,0.905
623,DL01IJ0516,CAM003,2026-08-19T07:00:00,Kia,Seltos,Blue,0.873
624,MH12AB0224,CAM005,2026-07-24T05:00:00,Maruti Suzuki,Swift,Blue,0.992
625,HR26EF0218,CAM003,2026-08-01T23:00:00,Kia,Seltos,Red,0.857
626,HR26EF0218,CAM005,2026-08-30T05:00:00,Kia,Seltos,Red,0.928
627,HR26EF0218,CAM002,2026-08-29T00:00:00,Kia,Seltos,Red,0.948
628,UP16EF0383,CAM003,2026-07-24T02:00:00,Tata,Nexon,Black,0.954
629,DL01AB0002,CAM003,2026-07-29T19:00:00,Tata,Punch,Grey,0.936
630,HR26GH0100,CAM002,2026-07-06T00:00:00,Maruti Suzuki,Baleno,Grey,0.873
631,HR26GH0100,CAM001,2026-08-04T11:00:00,Maruti Suzuki,Baleno,Grey,0.95
632,UP16AB0335,CAM005,2026-08-22T23:00:00,Hyundai,i20,Grey,0.871
633,HR26AB0158,CAM002,2026-08-02T17:00:00,Mahindra,XUV700,Black,0.878
634,HR26AB0158,CAM004,2026-08-31T01:00:00,Mahindra,XUV700,Black,0.966
635,HR26AB0158,CAM001,2026-08-09T17:00:00,Mahindra,XUV700,Black,0.993
636,MH12EF0028,CAM001,2026-09-04T04:00:00,Tata,Punch,Black,0.948
637,MH12EF0028,CAM005,2026-07-20T18:00:00,Tata,Punch,Black,0.953
638,MH12EF0028,CAM002,2026-07-21T10:00:00,Tata,Punch,Black,0.995
639,DL05GH0059,CAM004,2026-07-22T15:00:00,Honda,City,Silver,0.94
640,DL01GH0068,CAM001,2026-08-04T00:00:00,Hyundai,i20,Grey,0.907
641,HR26CD0478,CAM001,2026-07-09T12:00:00,Maruti Suzuki,Baleno,Red,0.953
642,HR26GH0411,CAM001,2026-07-10T05:00:00,Maruti Suzuki,Baleno,Blue,0.873
643,HR26GH0411,CAM005,2026-08-20T19:00:00,Maruti Suzuki,Baleno,Blue,0.947
644,HR26GH0411,CAM004,2026-08-23T02:00:00,Maruti Suzuki,Baleno,Blue,0.951
645,UP16CD0023,CAM005,2026-07-29T21:00:00,Toyota,Innova,Silver,0.852
646,UP16CD0023,CAM002,2026-07-14T20:00:00,Toyota,Innova,Silver,0.964
647,HR26CD0312,CAM004,2026-07-11T23:00:00,Maruti Suzuki,Swift,Red,0.899
648,HR26CD0312,CAM002,2026-08-03T16:00:00,Maruti Suzuki,Swift,Red,0.916
649,HR26GH0522,CAM001,2026-08-27T00:00:00,Maruti Suzuki,Swift,Black,0.86
650,HR26GH0522,CAM003,2026-09-03T03:00:00,Maruti Suzuki,Swift,Black,0.947
651,MH12EF0228,CAM002,2026-07-31T14:00:00,Mahindra,XUV700,White,0.959
652,MH12EF0228,CAM003,2026-07-31T18:00:00,Mahindra,XUV700,White,0.864
653,MH12EF0228,CAM001,2026-08-25T16:00:00,Mahindra,XUV700,White,0.939
654,DL01IJ0192,CAM002,2026-08-31T19:00:00,Mahindra,XUV700,Red,0.938
655,HR26CD0191,CAM002,2026-07-08T00:00:00,Hyundai,Creta,Black,0.923
656,DL05CD0183,CAM004,2026-07-23T09:00:00,Maruti Suzuki,Swift,White,0.927
657,DL05CD0183,CAM004,2026-08-05T13:00:00,Maruti Suzuki,Swift,White,0.992
658,HR26IJ0194,CAM003,2026-08-29T21:00:00,Maruti Suzuki,Baleno,Black,0.852
659,HR26IJ0194,CAM002,2026-08-01T10:00:00,Maruti Suzuki,Baleno,Black,0.92
660,HR26IJ0194,CAM005,2026-07-17T10:00:00,Maruti Suzuki,Baleno,Black,0.993
661,DL05AB0381,CAM004,2026-08-04T10:00:00,Toyota,Innova,Black,0.956
662,MH12CD0137,CAM003,2026-07-08T05:00:00,Tata,Nexon,White,0.976
663,MH12EF0277,CAM002,2026-07-31T00:00:00,Maruti Suzuki,Baleno,Blue,0.898
664,UP16IJ0011,CAM002,2026-08-21T07:00:00,Tata,Nexon,Grey,0.941
665,UP16EF0473,CAM004,2026-08-21T07:00:00,Tata,Nexon,Grey,0.872
666,UP16EF0473,CAM001,2026-07-08T23:00:00,Tata,Nexon,Grey,0.996
667,DL05CD0127,CAM002,2026-08-15T00:00:00,Hyundai,Creta,Silver,0.871
668,MH12AB0007,CAM005,2026-09-02T13:00:00,Hyundai,i20,Grey,0.88
669,MH12AB0007,CAM002,2026-08-05T12:00:00,Hyundai,i20,Grey,0.895
670,MH12EF0491,CAM005,2026-08-02T11:00:00,Tata,Punch,White,0.867
671,UP16IJ0041,CAM005,2026-07-09T16:00:00,Mahindra,XUV700,White,0.986
672,UP16AB0413,CAM004,2026-08-15T07:00:00,Toyota,Innova,Blue,0.992
673,UP16EF0253,CAM003,2026-07-24T05:00:00,Mahindra,XUV700,Silver,0.911
674,UP16EF0253,CAM005,2026-08-07T05:00:00,Mahindra,XUV700,Silver,0.909
675,DL05CD0210,CAM004,2026-07-25T23:00:00,Toyota,Innova,Silver,0.96
676,MH12IJ0528,CAM002,2026-08-08T09:00:00,Mahindra,XUV700,Red,0.918
677,UP16GH0579,CAM001,2026-08-07T05:00:00,Tata,Punch,Silver,0.942
678,UP16GH0579,CAM004,2026-07-14T17:00:00,Tata,Punch,Silver,0.963
679,UP16GH0579,CAM004,2026-07-26T14:00:00,Tata,Punch,Silver,0.979
680,UP16GH0022,CAM005,2026-07-19T23:00:00,Mahindra,XUV700,White,0.962
681,DL01EF0243,CAM002,2026-07-23T16:00:00,Hyundai,Creta,Black,0.91
682,DL05GH0580,CAM003,2026-07-21T19:00:00,Maruti Suzuki,Baleno,Blue,0.948
683,DL05GH0580,CAM004,2026-08-12T13:00:00,Maruti Suzuki,Baleno,Blue,0.887
684,DL01GH0075,CAM004,2026-07-17T01:00:00,Hyundai,Creta,White,0.895
685,DL05CD0292,CAM003,2026-07-22T11:00:00,Tata,Punch,Blue,0.893
686,DL05CD0333,CAM001,2026-07-15T14:00:00,Tata,Punch,Blue,0.955
687,MH12CD0077,CAM003,2026-08-23T19:00:00,Toyota,Innova,Grey,0.987
688,DL05AB0167,CAM005,2026-07-11T19:00:00,Toyota,Innova,White,0.994
689,UP16CD0013,CAM005,2026-07-19T00:00:00,Tata,Punch,White,0.964
690,UP16CD0013,CAM005,2026-08-25T11:00:00,Tata,Punch,White,0.87
691,UP16CD0013,CAM001,2026-08-12T23:00:00,Tata,Punch,White,0.957
692,HR26EF0190,CAM001,2026-07-17T08:00:00,Toyota,Innova,White,0.934
693,UP16IJ0125,CAM001,2026-07-19T04:00:00,Hyundai,i20,Silver,0.879
694,DL05EF0250,CAM004,2026-08-04T06:00:00,Hyundai,i20,Red,0.903
695,DL01GH0584,CAM003,2026-09-04T04:00:00,Hyundai,Creta,Red,0.991
696,UP16AB0519,CAM002,2026-08-06T17:00:00,Mahindra,XUV700,Red,0.92
697,HR26EF0020,CAM002,2026-08-30T20:00:00,Tata,Punch,Blue,0.857
698,HR26GH0568,CAM003,2026-08-10T10:00:00,Kia,Seltos,Black,0.875
699,DL05GH0141,CAM005,2026-07-06T21:00:00,Tata,Nexon,Blue,0.882
700,DL05GH0141,CAM001,2026-08-01T17:00:00,Tata,Nexon,Blue,0.996
701,DL01GH0578,CAM002,2026-07-23T01:00:00,Maruti Suzuki,Baleno,Silver,0.965
702,DL01GH0578,CAM001,2026-07-30T19:00:00,Maruti Suzuki,Baleno,Silver,0.865
703,HR26CD0337,CAM004,2026-07-15T12:00:00,Honda,City,Grey,0.894
704,HR26CD0337,CAM002,2026-07-31T16:00:00,Honda,City,Grey,0.951
705,HR26CD0337,CAM003,2026-08-19T04:00:00,Honda,City,Grey,0.872
706,MH12AB0211,CAM001,2026-08-13T23:00:00,Toyota,Innova,Silver,0.988
707,DL05CD0442,CAM002,2026-08-04T22:00:00,Maruti Suzuki,Baleno,Silver,0.893
708,DL05CD0442,CAM001,2026-07-09T20:00:00,Maruti Suzuki,Baleno,Silver,0.933
709,DL01EF0259,CAM003,2026-08-28T00:00:00,Tata,Nexon,Red,0.903
710,DL01EF0259,CAM004,2026-07-29T02:00:00,Tata,Nexon,Red,0.941
711,DL01AB0123,CAM005,2026-08-20T01:00:00,Maruti Suzuki,Swift,Red,0.94
712,DL01AB0123,CAM002,2026-08-15T01:00:00,Maruti Suzuki,Swift,Red,0.901
713,DL01AB0123,CAM002,2026-08-24T21:00:00,Maruti Suzuki,Swift,Red,0.934
714,UP16GH0351,CAM003,2026-07-09T16:00:00,Tata,Nexon,Silver,0.996
715,DL05CD0436,CAM002,2026-07-09T17:00:00,Tata,Punch,Silver,0.996
716,HR26AB0518,CAM003,2026-08-08T09:00:00,Maruti Suzuki,Baleno,Silver,0.981
717,DL01EF0474,CAM004,2026-07-13T00:00:00,Tata,Nexon,White,0.918
718,DL01GH0235,CAM003,2026-08-02T21:00:00,Honda,City,Silver,0.927
719,DL01GH0235,CAM002,2026-08-15T03:00:00,Honda,City,Silver,0.894
720,DL01GH0235,CAM004,2026-07-31T13:00:00,Honda,City,Silver,0.924
721,DL05GH0027,CAM001,2026-08-19T02:00:00,Kia,Seltos,Black,0.963
722,DL01GH0065,CAM004,2026-07-23T07:00:00,Hyundai,Creta,Silver,0.932
723,DL01GH0065,CAM001,2026-08-18T11:00:00,Hyundai,Creta,Silver,0.933
724,UP16IJ0572,CAM002,2026-07-10T20:00:00,Maruti Suzuki,Swift,Red,0.865
725,UP16IJ0572,CAM001,2026-08-29T16:00:00,Maruti Suzuki,Swift,Red,0.877
726,HR26AB0174,CAM004,2026-07-25T11:00:00,Tata,Nexon,Blue,0.944
727,MH12IJ0396,CAM003,2026-07-26T18:00:00,Honda,City,Grey,0.941
728,UP16AB0212,CAM004,2026-07-16T05:00:00,Mahindra,XUV700,Red,0.852
729,DL05AB0129,CAM002,2026-07-06T12:00:00,Maruti Suzuki,Swift,Silver,0.937
730,MH12CD0428,CAM004,2026-07-31T18:00:00,Hyundai,i20,White,0.979
731,MH12CD0428,CAM001,2026-09-04T05:00:00,Hyundai,i20,White,0.993
732,MH12CD0428,CAM001,2026-08-12T21:00:00,Hyundai,i20,White,0.851
733,DL05IJ0427,CAM002,2026-07-22T06:00:00,Maruti Suzuki,Swift,Silver,0.98
734,UP16GH0334,CAM003,2026-07-27T08:00:00,Tata,Nexon,Blue,0.885
735,UP16GH0334,CAM003,2026-08-13T04:00:00,Tata,Nexon,Blue,0.915
736,DL05EF0004,CAM005,2026-08-22T20:00:00,Toyota,Innova,Blue,0.944
737,DL05EF0004,CAM004,2026-08-07T01:00:00,Toyota,Innova,Blue,0.952
738,MH12CD0097,CAM004,2026-08-26T21:00:00,Hyundai,i20,Red,0.989
739,MH12IJ0225,CAM005,2026-07-19T05:00:00,Hyundai,Creta,Blue,0.908
740,MH12IJ0225,CAM004,2026-07-20T09:00:00,Hyundai,Creta,Blue,0.871
741,DL05CD0122,CAM005,2026-08-07T18:00:00,Tata,Punch,Red,0.974
742,HR26GH0199,CAM004,2026-07-29T01:00:00,Hyundai,Creta,Red,0.904
743,HR26GH0199,CAM002,2026-08-05T14:00:00,Hyundai,Creta,Red,0.916
744,HR26GH0199,CAM003,2026-08-16T13:00:00,Hyundai,Creta,Red,0.915
745,HR26IJ0496,CAM004,2026-07-09T07:00:00,Hyundai,Creta,White,0.881
746,HR26IJ0496,CAM003,2026-09-03T11:00:00,Hyundai,Creta,White,0.874
747,HR26IJ0496,CAM003,2026-08-02T00:00:00,Hyundai,Creta,White,0.901
748,HR26EF0378,CAM002,2026-07-22T20:00:00,Kia,Seltos,White,0.962
749,HR26EF0378,CAM003,2026-07-07T05:00:00,Kia,Seltos,White,0.851
750,DL01IJ0290,CAM001,2026-07-31T17:00:00,Mahindra,XUV700,Silver,0.924
751,DL01IJ0290,CAM005,2026-07-14T04:00:00,Mahindra,XUV700,Silver,0.902
752,MH12CD0487,CAM001,2026-08-24T13:00:00,Mahindra,XUV700,Red,0.91
753,HR26CD0467,CAM004,2026-08-12T09:00:00,Honda,City,Red,0.865
754,HR26GH0099,CAM004,2026-07-24T17:00:00,Tata,Punch,Silver,0.857
755,MH12EF0198,CAM003,2026-08-04T11:00:00,Maruti Suzuki,Baleno,Blue,0.954
756,UP16GH0574,CAM002,2026-07-29T16:00:00,Tata,Punch,Grey,0.954
757,UP16GH0574,CAM005,2026-07-16T17:00:00,Tata,Punch,Grey,0.983
758,DL05AB0577,CAM004,2026-07-24T13:00:00,Mahindra,XUV700,Blue,0.979
759,DL05AB0577,CAM001,2026-08-15T13:00:00,Mahindra,XUV700,Blue,0.938
760,MH12AB0481,CAM004,2026-07-18T20:00:00,Tata,Nexon,White,0.9
761,MH12AB0481,CAM001,2026-07-21T10:00:00,Tata,Nexon,White,0.948
762,DL01CD0084,CAM001,2026-08-31T03:00:00,Mahindra,XUV700,Red,0.909
763,UP16CD0464,CAM005,2026-07-12T14:00:00,Toyota,Innova,Grey,0.919
764,HR26EF0503,CAM005,2026-08-22T18:00:00,Honda,City,Blue,0.892
765,HR26EF0503,CAM004,2026-08-17T19:00:00,Honda,City,Blue,0.888
766,UP16IJ0188,CAM004,2026-08-30T05:00:00,Honda,City,Black,0.857
767,UP16IJ0188,CAM004,2026-07-27T09:00:00,Honda,City,Black,0.963
768,UP16IJ0188,CAM003,2026-08-04T11:00:00,Honda,City,Black,0.86
769,DL01AB0124,CAM002,2026-09-02T20:00:00,Honda,City,White,0.941
770,DL01GH0213,CAM005,2026-07-09T05:00:00,Honda,City,Grey,0.94
771,DL01GH0213,CAM002,2026-07-25T23:00:00,Honda,City,Grey,0.857
772,MH12GH0274,CAM001,2026-07-07T15:00:00,Toyota,Innova,Red,0.938
773,UP16IJ0500,CAM004,2026-08-01T03:00:00,Kia,Seltos,Grey,0.944
774,DL05GH0258,CAM005,2026-07-31T17:00:00,Maruti Suzuki,Swift,Black,0.948
775,DL01CD0513,CAM001,2026-07-31T08:00:00,Honda,City,Black,0.979
776,DL01CD0513,CAM005,2026-07-08T11:00:00,Honda,City,Black,0.871
777,DL01EF0414,CAM001,2026-08-20T14:00:00,Hyundai,Creta,Black,0.975
778,DL01EF0414,CAM003,2026-07-07T04:00:00,Hyundai,Creta,Black,0.853
779,UP16AB0524,CAM001,2026-07-25T08:00:00,Hyundai,i20,Grey,0.937
780,UP16AB0062,CAM005,2026-08-01T16:00:00,Kia,Seltos,Blue,0.922
781,UP16AB0062,CAM005,2026-07-05T23:00:00,Kia,Seltos,Blue,0.97
782,UP16AB0506,CAM001,2026-08-24T16:00:00,Hyundai,Creta,Blue,0.982
783,UP16AB0506,CAM003,2026-07-17T18:00:00,Hyundai,Creta,Blue,0.884
784,HR26AB0249,CAM003,2026-08-18T05:00:00,Hyundai,i20,Blue,0.988
785,HR26AB0249,CAM002,2026-08-25T06:00:00,Hyundai,i20,Blue,0.991
786,HR26AB0249,CAM001,2026-09-01T09:00:00,Hyundai,i20,Blue,0.863
787,DL01CD0064,CAM002,2026-08-20T02:00:00,Tata,Punch,Red,0.951
788,DL01CD0064,CAM005,2026-08-31T21:00:00,Tata,Punch,Red,0.976
789,DL01CD0064,CAM003,2026-08-30T17:00:00,Tata,Punch,Red,0.983
790,DL05CD0386,CAM003,2026-07-19T03:00:00,Honda,City,White,0.964
791,UP16EF0255,CAM003,2026-07-09T01:00:00,Tata,Punch,Grey,0.971
792,UP16CD0061,CAM005,2026-08-29T04:00:00,Maruti Suzuki,Swift,Silver,0.863
793,UP16CD0061,CAM002,2026-08-08T19:00:00,Maruti Suzuki,Swift,Silver,0.861
794,UP16CD0061,CAM005,2026-07-30T20:00:00,Maruti Suzuki,Swift,Silver,0.927
795,HR26AB0553,CAM002,2026-07-26T06:00:00,Mahindra,XUV700,Blue,0.964
796,HR26AB0553,CAM005,2026-07-25T12:00:00,Mahindra,XUV700,Blue,0.863
797,HR26AB0553,CAM005,2026-08-27T20:00:00,Mahindra,XUV700,Blue,0.94
798,DL05CD0440,CAM001,2026-07-14T12:00:00,Kia,Seltos,Blue,0.876
799,HR26CD0489,CAM001,2026-08-17T12:00:00,Tata,Punch,Red,0.934
800,MH12EF0543,CAM001,2026-08-22T18:00:00,Tata,Nexon,Red,0.852
801,MH12EF0543,CAM003,2026-07-14T03:00:00,Tata,Nexon,Red,0.876
802,DL05IJ0367,CAM002,2026-07-18T05:00:00,Mahindra,XUV700,Grey,0.954
803,DL05GH0010,CAM001,2026-07-07T03:00:00,Maruti Suzuki,Swift,Blue,0.933
804,UP16CD0542,CAM001,2026-07-17T03:00:00,Kia,Seltos,Black,0.94
805,HR26GH0139,CAM003,2026-08-25T17:00:00,Tata,Nexon,Grey,0.91
806,DL01GH0264,CAM004,2026-07-18T06:00:00,Mahindra,XUV700,Blue,0.869
807,DL01GH0264,CAM005,2026-07-29T03:00:00,Mahindra,XUV700,Blue,0.894
808,HR26AB0293,CAM001,2026-08-16T06:00:00,Tata,Nexon,Red,0.993
809,HR26AB0293,CAM004,2026-07-28T02:00:00,Tata,Nexon,Red,0.893
810,DL01CD0352,CAM004,2026-08-10T21:00:00,Tata,Punch,Grey,0.962
811,DL01CD0352,CAM005,2026-08-31T11:00:00,Tata,Punch,Grey,0.851
812,DL01CD0352,CAM003,2026-08-22T00:00:00,Tata,Punch,Grey,0.915
813,UP16IJ0480,CAM002,2026-07-19T21:00:00,Toyota,Innova,Grey,0.918
814,UP16EF0321,CAM001,2026-07-26T23:00:00,Toyota,Innova,Black,0.944
815,HR26EF0479,CAM001,2026-08-03T03:00:00,Maruti Suzuki,Swift,Black,0.889
816,HR26EF0594,CAM001,2026-07-22T20:00:00,Tata,Nexon,Black,0.986
817,UP16GH0168,CAM005,2026-07-13T11:00:00,Maruti Suzuki,Baleno,Blue,0.852
818,UP16GH0168,CAM003,2026-08-27T16:00:00,Maruti Suzuki,Baleno,Blue,0.873
819,HR26AB0246,CAM002,2026-07-22T02:00:00,Maruti Suzuki,Baleno,White,0.875
820,HR26AB0080,CAM001,2026-09-01T11:00:00,Kia,Seltos,Grey,0.92
821,MH12GH0523,CAM003,2026-08-21T21:00:00,Mahindra,XUV700,Black,0.986
822,DL05IJ0341,CAM001,2026-07-05T20:00:00,Hyundai,Creta,Grey,0.902
823,DL05IJ0341,CAM004,2026-08-12T10:00:00,Hyundai,Creta,Grey,0.928
824,DL01IJ0289,CAM005,2026-08-28T09:00:00,Hyundai,i20,Red,0.878
825,DL01IJ0289,CAM003,2026-08-03T04:00:00,Hyundai,i20,Red,0.88
826,DL01EF0050,CAM002,2026-08-04T22:00:00,Maruti Suzuki,Baleno,Blue,0.853
827,DL01EF0050,CAM005,2026-08-18T10:00:00,Maruti Suzuki,Baleno,Blue,0.877
828,DL01EF0050,CAM002,2026-07-07T03:00:00,Maruti Suzuki,Baleno,Blue,0.898
829,UP16CD0355,CAM003,2026-07-27T22:00:00,Maruti Suzuki,Swift,White,0.9
830,UP16CD0355,CAM001,2026-08-16T21:00:00,Maruti Suzuki,Swift,White,0.993
831,MH12AB0111,CAM003,2026-08-29T18:00:00,Tata,Punch,Silver,0.993
832,UP16GH0545,CAM001,2026-08-11T22:00:00,Tata,Nexon,Blue,0.938
833,DL01AB0262,CAM001,2026-07-20T04:00:00,Kia,Seltos,White,0.867
834,DL05GH0591,CAM004,2026-07-05T23:00:00,Hyundai,Creta,Grey,0.989
835,DL05GH0591,CAM002,2026-07-14T21:00:00,Hyundai,Creta,Grey,0.965
836,HR26EF0030,CAM001,2026-08-19T04:00:00,Maruti Suzuki,Swift,Red,0.91
837,HR26EF0030,CAM002,2026-07-14T05:00:00,Maruti Suzuki,Swift,Red,0.921
838,DL05AB0273,CAM005,2026-07-06T17:00:00,Honda,City,Blue,0.874
839,DL05EF0146,CAM003,2026-07-15T02:00:00,Tata,Nexon,Red,0.925
840,DL05GH0552,CAM003,2026-08-07T15:00:00,Hyundai,i20,Blue,0.878
841,MH12GH0114,CAM004,2026-07-15T02:00:00,Maruti Suzuki,Swift,White,0.896
842,MH12GH0114,CAM003,2026-07-30T12:00:00,Maruti Suzuki,Swift,White,0.999
843,MH12GH0114,CAM005,2026-07-16T09:00:00,Maruti Suzuki,Swift,White,0.965
844,DL05EF0239,CAM001,2026-07-14T18:00:00,Mahindra,XUV700,Red,0.883
845,DL05EF0239,CAM004,2026-09-03T19:00:00,Mahindra,XUV700,Red,0.895
846,UP16CD0340,CAM001,2026-07-27T12:00:00,Kia,Seltos,Silver,0.94
847,UP16CD0340,CAM005,2026-07-20T02:00:00,Kia,Seltos,Silver,0.903
848,HR26AB0152,CAM002,2026-08-28T21:00:00,Honda,City,Grey,0.929
849,DL01IJ0566,CAM004,2026-07-11T01:00:00,Maruti Suzuki,Swift,Grey,0.96
850,DL01IJ0566,CAM004,2026-07-26T22:00:00,Maruti Suzuki,Swift,Grey,0.977
851,UP16CD0227,CAM003,2026-08-19T18:00:00,Mahindra,XUV700,White,0.889
852,DL05GH0505,CAM003,2026-08-21T17:00:00,Hyundai,Creta,Blue,0.901
853,DL05IJ0327,CAM001,2026-09-03T15:00:00,Maruti Suzuki,Swift,Red,0.911
854,UP16EF0232,CAM004,2026-07-21T16:00:00,Honda,City,Blue,0.981
855,UP16EF0232,CAM005,2026-07-20T01:00:00,Honda,City,Blue,0.861
856,HR26EF0034,CAM005,2026-09-03T01:00:00,Hyundai,Creta,Blue,0.97
857,HR26IJ0472,CAM005,2026-09-01T08:00:00,Honda,City,Black,0.966
858,HR26IJ0472,CAM004,2026-08-19T11:00:00,Honda,City,Black,0.952
859,HR26IJ0472,CAM005,2026-07-19T00:00:00,Honda,City,Black,0.93
860,DL01AB0295,CAM002,2026-08-04T21:00:00,Mahindra,XUV700,Black,0.971
861,DL01AB0295,CAM004,2026-08-12T19:00:00,Mahindra,XUV700,Black,0.89
862,HR26IJ0587,CAM001,2026-07-06T19:00:00,Toyota,Innova,Blue,0.965
863,HR26IJ0587,CAM001,2026-08-04T23:00:00,Toyota,Innova,Blue,0.909
864,HR26IJ0587,CAM004,2026-08-07T12:00:00,Toyota,Innova,Blue,0.951
865,HR26GH0399,CAM003,2026-08-21T18:00:00,Hyundai,Creta,Blue,0.949
866,UP16EF0024,CAM005,2026-07-22T06:00:00,Maruti Suzuki,Baleno,Red,0.856
867,UP16GH0193,CAM005,2026-07-06T02:00:00,Toyota,Innova,Black,0.97
868,UP16GH0193,CAM001,2026-07-10T22:00:00,Toyota,Innova,Black,0.861
869,HR26CD0366,CAM003,2026-08-29T20:00:00,Tata,Nexon,Grey,0.995
870,DL01EF0288,CAM004,2026-07-12T01:00:00,Hyundai,Creta,White,0.951
871,DL01EF0288,CAM003,2026-08-11T13:00:00,Hyundai,Creta,White,0.943
872,DL01EF0288,CAM002,2026-08-10T09:00:00,Hyundai,Creta,White,0.973
873,HR26AB0154,CAM001,2026-07-26T09:00:00,Maruti Suzuki,Swift,Red,0.854
874,HR26AB0154,CAM003,2026-08-27T07:00:00,Maruti Suzuki,Swift,Red,0.857
875,DL01CD0328,CAM002,2026-07-05T23:00:00,Hyundai,i20,Black,0.854
876,UP16CD0039,CAM002,2026-07-19T14:00:00,Kia,Seltos,White,0.96
877,DL01EF0070,CAM004,2026-08-07T10:00:00,Kia,Seltos,Black,0.942
878,UP16IJ0231,CAM003,2026-08-15T07:00:00,Tata,Punch,Black,0.856
879,UP16IJ0231,CAM002,2026-07-25T23:00:00,Tata,Punch,Black,0.9
880,MH12GH0596,CAM005,2026-08-15T21:00:00,Kia,Seltos,White,0.982
881,MH12GH0596,CAM001,2026-07-29T21:00:00,Kia,Seltos,White,0.932
882,DL01CD0019,CAM003,2026-07-22T06:00:00,Maruti Suzuki,Swift,White,0.903
883,DL05GH0457,CAM001,2026-07-24T17:00:00,Toyota,Innova,Red,0.968
884,DL05GH0457,CAM003,2026-07-29T21:00:00,Toyota,Innova,Red,0.868
885,DL01AB0570,CAM004,2026-07-17T11:00:00,Honda,City,Grey,0.881
886,DL01AB0570,CAM001,2026-08-01T05:00:00,Honda,City,Grey,0.961
887,HR26GH0073,CAM003,2026-08-26T00:00:00,Hyundai,Creta,Black,0.869
888,HR26EF0071,CAM004,2026-07-12T19:00:00,Maruti Suzuki,Swift,Grey,0.884
889,DL02ZZ9000,CAM001,2026-08-12T12:00:00,Toyota,Innova,Black,0.991
890,DL09ZZ9001,CAM002,2026-08-23T12:00:00,Honda,City,Black,0.897
891,UP32XY9002,CAM005,2026-08-05T12:00:00,Honda,City,Silver,0.855
892,UP32XY9003,CAM002,2026-08-16T12:00:00,Kia,Seltos,Black,0.881
893,HR51ZZ9004,CAM001,2026-09-03T12:00:00,Toyota,Innova,White,0.878
894,UP32XY9005,CAM004,2026-08-05T12:00:00,Tata,Punch,Blue,0.891
895,DL02QQ9006,CAM004,2026-08-29T12:00:00,Kia,Seltos,White,0.905
896,UP32ZZ9007,CAM001,2026-08-28T12:00:00,Honda,City,Grey,0.875
897,DL09QQ9008,CAM001,2026-08-29T12:00:00,Honda,City,Red,0.919
898,DL09ZZ9009,CAM002,2026-08-31T12:00:00,Kia,Seltos,Silver,0.887
899,DL02ZZ9010,CAM004,2026-08-20T12:00:00,Honda,City,Silver,0.948
900,HR51XY9011,CAM002,2026-09-04T12:00:00,Toyota,Innova,Silver,0.925
901,UP32XY9012,CAM002,2026-08-28T12:00:00,Toyota,Innova,Silver,0.954
902,DL02ZZ9013,CAM005,2026-09-04T12:00:00,Kia,Seltos,Black,0.979
903,HR51ZZ9014,CAM004,2026-08-12T12:00:00,Honda,City,Grey,0.959
904,DL01AB1234,CAM001,2026-09-04T08:30:00,Hyundai,Creta,White,0.98
905,DL05CD9876,CAM002,2026-09-03T14:15:00,Maruti Suzuki,Swift,Silver,0.95
906,HR26EF4455,CAM003,2026-09-02T19:45:00,Mahindra,XUV700,Black,0.94
907,UP16GH1122,CAM004,2026-09-04T11:00:00,Kia,Seltos,Blue,0.96
908,MH12IJ7788,CAM005,2026-09-04T07:10:00,Tata,Nexon,Grey,0.92
909,DL03SC5566,CAM002,2026-09-03T16:20:00,Hyundai,i20,Silver,0.93
